,clean_tweets,prediction,language,confidence
3486,Chega do assunto briga muda a fita que saco,"('pt', 0.7529352307319641)",pt,0.7529352307319641
3493,Qual e o cachorro que nao tem rabo ,"('pt', 0.9818702340126038)",pt,0.9818702340126038
3495,da pra ir cm minha mãe no medico nao kkkk cada pergunta,"('pt', 0.9742626547813416)",pt,0.9742626547813416
3502,Eu vendo bbb oxente,"('pt', 0.9932234883308411)",pt,0.9932234883308411
3534,FranzinhaOscar eu nao fiz nd,"('pt', 0.9080958366394043)",pt,0.9080958366394043
3548,Oss arranhei a tela do meu celu legal pqp,"('pt', 0.5080477595329285)",pt,0.5080477595329285
3550,Eu Sou A Jennifer Lawrence™ né,"('pt', 0.9861157536506653)",pt,0.9861157536506653
3579,Tou com fomeeee como é q faz comida ,"('pt', 0.9927599430084229)",pt,0.9927599430084229
3613,DDriessen tem que reforçar Não temos reservas p defesa nem titular c Manél nem um bom armador Com um técnico bom melhoraria tb,"('pt', 0.9392041563987732)",pt,0.9392041563987732
3630,Vou estudar no sol cara pq seguir a previsão do tempo ta meio fail,"('pt', 0.9880370497703552)",pt,0.9880370497703552
3631,Festa da cebola ontem muito massa,"('pt', 0.9924400448799133)",pt,0.9924400448799133
3658,Leveme contigo ou percase comigooo,"('pt', 0.5558667778968811)",pt,0.5558667778968811
3675,Vamos para mais um plantão   Hospital OphirLoyolapa httptcowGhgpmA,"('pt', 0.9906654953956604)",pt,0.9906654953956604
3680,MarinaSts não sei  Sei q vc nem respondeu meu pedido,"('pt', 0.9899525046348572)",pt,0.9899525046348572
3684,Vocês que se acham incríveis deixa eu falar uma coisa vocês não são httptcoYAEPCmFOO,"('pt', 0.9997364282608032)",pt,0.9997364282608032
3726,Dormi muito,"('pt', 0.999801516532898)",pt,0.999801516532898
3734,Tenho preguiça de me arrumar,"('pt', 0.8395327925682068)",pt,0.8395327925682068
3751,Comigo,"('pt', 0.798602283000946)",pt,0.798602283000946
3752,só não volta colégio e academia aberta,"('pt', 0.9949678182601929)",pt,0.9949678182601929
3760,Lets go Braves shut em down,"('pt', 0.9946889281272888)",pt,0.9946889281272888
3768,beufrasio JULINHODFS essa foto ficou linda eu particularmente amo Xiu Beatriz,"('pt', 0.8752278685569763)",pt,0.8752278685569763
3776,Gente que que esses cruzeirenses tão falando aí  Por favor né ,"('pt', 0.6447228193283081)",pt,0.6447228193283081
3798,Vamos deixar a Clara falando com aw Clanessas dela e vamos focar no AnceloDay,"('pt', 0.8654614090919495)",pt,0.8654614090919495
3822,Eu odeio esse meu jeito,"('pt', 0.9959166049957275)",pt,0.9959166049957275
3845,rodpocket fura fila sem abraços,"('pt', 0.8223257660865784)",pt,0.8223257660865784
3848,CaiioSenna é vigília é,"('pt', 0.9956436157226562)",pt,0.9956436157226562
3861,Cheguei curita,"('pt', 0.7001883387565613)",pt,0.7001883387565613
3869,g da tim é o piorrrrr,"('pt', 0.9990058541297913)",pt,0.9990058541297913
3873,quando eu mais precisei você não estava lá p me ajudarporque esta esperando eu ir te ajudar mesmo,"('pt', 0.9961129426956177)",pt,0.9961129426956177
3877,Im at Primeira Igreja Batista de Assaré httptcoyuSYLWmFED,"('pt', 0.583420991897583)",pt,0.583420991897583
3883,finalmente primeiras da fila ,"('pt', 0.8904770016670227)",pt,0.8904770016670227
3886,Meu pai é meu tudo,"('pt', 0.9993119239807129)",pt,0.9993119239807129
3894, Fica bem mas fica só comigo ,"('pt', 0.9834153652191162)",pt,0.9834153652191162
3895,GabrielaIsadora vc tem um pagé,"('pt', 0.993145227432251)",pt,0.993145227432251
3953,TTD tem uma batida de country engraçada HSUAHSUAHSUAHUSHA,"('pt', 0.9618135690689087)",pt,0.9618135690689087
4013,To cansada demais de estudar minha cabeça vai explodir socorro,"('pt', 0.857226550579071)",pt,0.857226550579071
4019,Meu benzinho foi embora ,"('pt', 0.9945502877235413)",pt,0.9945502877235413
4087,Semana que vem começo meu curso Quero francês logo,"('pt', 0.9963597059249878)",pt,0.9963597059249878
4093,E ela tinha dito que se fizessemos barulhos levavamos falta disciplinar coletiva,"('pt', 0.8896030187606812)",pt,0.8896030187606812
4103,Deitado na minha cama acende um green,"('pt', 0.9837804436683655)",pt,0.9837804436683655
4143,vou afundar no meu sofá flw seus fã de ed sheeran,"('pt', 0.9182835817337036)",pt,0.9182835817337036
4151,Guardar lá dentro um amor não impede que ele empedre mesmo crendose infinito,"('pt', 0.9978947043418884)",pt,0.9978947043418884
4152,cmonkids estudo mas hoje só teve q entregar resenha rsrs,"('pt', 0.939548909664154)",pt,0.939548909664154
4179,Lasanha pra felicidade geral,"('pt', 0.9278408288955688)",pt,0.9278408288955688
4186,E os recalcado fala mau e faz pirraça ,"('pt', 0.9436356425285339)",pt,0.9436356425285339
4198,Cuidado Quando o coração se apaixona o cérebro deixa de funcionar,"('pt', 0.9547486901283264)",pt,0.9547486901283264
4202,Quero sua boca toda não me solta eu quero tudo Sem vc hoje eu não durmo,"('pt', 0.9984900951385498)",pt,0.9984900951385498
4228,viro modinha ficar rt nos fatos,"('pt', 0.9537859559059143)",pt,0.9537859559059143
4242,E tava boa até dirigi meuu,"('pt', 0.8418712019920349)",pt,0.8418712019920349
4247,Campanha vou arrumar um namorado pra Eduarda pra ela esquecer esse Bruno pq nssss,"('pt', 0.9892351031303406)",pt,0.9892351031303406
4251,Que toda inveja se converta em beijo na boca ,"('pt', 0.8909749388694763)",pt,0.8909749388694763
4253,E de longe eu só observo ,"('pt', 0.821675181388855)",pt,0.821675181388855
4264,Coragem Pra Mudar será o slogan da convenção nacional do PSB que homologada Eduardo e Marina candidatos à PR httptcowSmuqNYRZ,"('pt', 0.8638784885406494)",pt,0.8638784885406494
4279,Odeio quem fala muito a essa hora da manhã,"('pt', 0.9949711561203003)",pt,0.9949711561203003
4305,RecitoJovem por favor me segue de volta,"('pt', 0.8602151870727539)",pt,0.8602151870727539
4327,Por isso madrugo não quero ler nada kkkkkkkkkkkk,"('pt', 0.966742217540741)",pt,0.966742217540741
4332,As bençãos que me tocam são infinitamente maiores que os problemas que me cercam,"('pt', 0.9770637154579163)",pt,0.9770637154579163
4337,Na boa to com medo dessa situação do Neymar rs,"('pt', 0.9684391617774963)",pt,0.9684391617774963
4358,Ainda bem que foi só segunda,"('pt', 0.994597852230072)",pt,0.994597852230072
4395,pedi um marmitex agora,"('pt', 0.9150359034538269)",pt,0.9150359034538269
4398,estamos paradas no trânsito sem ver o jogo ,"('pt', 0.9077715277671814)",pt,0.9077715277671814
4399,Vou ali na patury mais tarde ,"('pt', 0.9620057344436646)",pt,0.9620057344436646
4400,To vendo filminho de terror tranks kk,"('pt', 0.5349816083908081)",pt,0.5349816083908081
4412,esse filme da sessão da tarde é um amorzinho lt,"('pt', 0.9991933703422546)",pt,0.9991933703422546
4417,To com uma preguiça de tomar banho,"('pt', 0.9983806610107422)",pt,0.9983806610107422
4419,Lantok mu lhee,"('pt', 0.742705225944519)",pt,0.742705225944519
4435,Em terra de open bar eu domino a coroa  ,"('pt', 0.8660486936569214)",pt,0.8660486936569214
4436,Amiga eu to muito beba fem mi axudar por farJGGHFGFG,"('pt', 0.9725248217582703)",pt,0.9725248217582703
4450,Mal mal estou indo pra escola  no meio da semana  ate parece que vou ir no sabado ,"('pt', 0.909432590007782)",pt,0.909432590007782
4454,O que está acontecendo O mundo está ao contrário e ninguém reparou  Residência Arikawa httptcowZLfkenC,"('pt', 0.9388634562492371)",pt,0.9388634562492371
4463,Vou dormir,"('pt', 0.8475815653800964)",pt,0.8475815653800964
4471,adoro os olhos do harry pq a cor muda deve ser muito maneiro conviver com ele e perceber isso,"('pt', 0.9963628053665161)",pt,0.9963628053665161
4484,Ate que essa malhação PARECE ser legalzinha PARECE Mais igual da brutinha nunca vai ter igual,"('pt', 0.9854990839958191)",pt,0.9854990839958191
4488,Meu irmao colocou tala no gato pra ele nao morder ela coitado ,"('pt', 0.9859210848808289)",pt,0.9859210848808289
4528,niallminhalora oi amr vc poderia ler a minha nova fic e votar na estrelinha httptcoRipQeBL por favor e brigada,"('pt', 0.87310391664505)",pt,0.87310391664505
4547,Im at Centro de Convenções de Goiânia in Goiânia GO w  others httptcovlqfslE,"('pt', 0.8054357171058655)",pt,0.8054357171058655
4548,Mas se for pra falar de algo bom eu sempre vou lembrar de vc,"('pt', 0.9137565493583679)",pt,0.9137565493583679
4553,mauriciostycer hehehe Gostei muito mas cansei na reta final,"('pt', 0.9634472131729126)",pt,0.9634472131729126
4569,Ganha do botafogo e perde pra chapecoense ta de sacanagem so podenmais são os mulambo kkkk e voltaram pra lanterna,"('pt', 0.9243980050086975)",pt,0.9243980050086975
4578,bom dia,"('pt', 0.561508059501648)",pt,0.561508059501648
4580,Sabe quando a felicidade dos outros eh a sua tb,"('pt', 0.9942718148231506)",pt,0.9942718148231506
4597,samwell melhor app do ano,"('pt', 0.9992164969444275)",pt,0.9992164969444275
4604,Vou mimir,"('pt', 0.8891948461532593)",pt,0.8891948461532593
4610,Oi jóquinha porquethais,"('pt', 0.867546021938324)",pt,0.867546021938324
4613,De  falta só  dias,"('pt', 0.9875919222831726)",pt,0.9875919222831726
4616,Certo q meu irmao tambem não comprou nd p meu pai,"('pt', 0.9966492056846619)",pt,0.9966492056846619
4628,Sou a melhor irmã do mundo celobn    httptcockPvzqs,"('pt', 0.8988334536552429)",pt,0.8988334536552429
4632,Te ver é nao te ter e uma castigo,"('pt', 1.000049352645874)",pt,1.000049352645874
4665,Ovinho frito com a gema mole com aquele pãozinho com um cafezinho  Amo     ,"('pt', 0.9299042224884033)",pt,0.9299042224884033
4695,Boa noitee,"('pt', 0.7482983469963074)",pt,0.7482983469963074
4697,patfofa Já vias as subs filha,"('pt', 0.5798085331916809)",pt,0.5798085331916809
4700,To com fome,"('pt', 0.5223742127418518)",pt,0.5223742127418518
4711,yagocoutto JDKSBDMSBSKDBSKNDKSBSKSJSKS bem feito,"('pt', 0.8700825572013855)",pt,0.8700825572013855
4716,GRAVAÇÃO DO INVASÃO DA CIDADE COM TITÃS  Estúdio Floresta httptcoBOJkzOJgx,"('pt', 0.8688259720802307)",pt,0.8688259720802307
4719,flytoluan  ai já n sei mpn luan,"('pt', 0.6382501721382141)",pt,0.6382501721382141
4725,souza me lembra de umas coisas q olha,"('pt', 0.9319854378700256)",pt,0.9319854378700256
4726,herddlovato maratona de votos mande esse tweet para dez pessoas quem receber tem que mandar para mais dez pessoas votedemilovato,"('pt', 0.9836243391036987)",pt,0.9836243391036987
4739,Acordo e a tim fora do ar ótimo isso,"('pt', 0.8895008563995361)",pt,0.8895008563995361
4759,“LuizAdemarJr Luan entrou no lugar de Rafael Miranda Galo vai voar com Luan É bom o Palmeiras se cuidar” O xodó da vovó,"('pt', 0.5657585859298706)",pt,0.5657585859298706
4760,Que humoooooooooos,"('pt', 0.5760927200317383)",pt,0.5760927200317383
4767,Ba quanto tempo q agt nao se falava azar,"('pt', 0.8135055899620056)",pt,0.8135055899620056
4773,To eu jogadaaaa na merda com esse vídeo do liam,"('pt', 0.8910602927207947)",pt,0.8910602927207947
4774,Você quebrou ela da pior maneira que se pode quebrar alguém,"('pt', 0.9989427924156189)",pt,0.9989427924156189
4788,Que mas da me aburre,"('pt', 0.8707050085067749)",pt,0.8707050085067749
4808,Daqui a pouco vou tomar um banho e vou pra minha cama ver serie Acho que vou ver Mom,"('pt', 0.992486298084259)",pt,0.992486298084259
4822,deixa rolarrr,"('pt', 0.7133436799049377)",pt,0.7133436799049377
4828,Tanto tempo pra vim me dá espinha e quando eu viajo tchanammm Aparece um vulcão no meu rosto Vtf,"('pt', 0.9303719401359558)",pt,0.9303719401359558
4836,To sem paciência,"('pt', 0.9950903058052063)",pt,0.9950903058052063
4852,Cê pediu outra chance e até implorou mas agora não tem jeito tio ela cansou,"('pt', 0.9979860782623291)",pt,0.9979860782623291
4864,Só observo e isso só soma,"('pt', 0.9115921854972839)",pt,0.9115921854972839
4875,lindudo acho que sim Mano O Metrô veio no talo Só dava gente vestindo o Manto Sagrado Alvinegro Vai ser um Caldeirão Tô pressentindo,"('pt', 0.9243057370185852)",pt,0.9243057370185852
4894,minha garganta nem está fudida não imagina,"('pt', 0.9969302415847778)",pt,0.9969302415847778
4897,Pessoas erradas geram tempos trágicos drMM,"('pt', 0.763599157333374)",pt,0.763599157333374
4899,BragaThiago Nem eu kkkkkkk,"('pt', 0.5092788934707642)",pt,0.5092788934707642
4926,Q preguiça é essa mds,"('pt', 0.9885637760162354)",pt,0.9885637760162354
4932,Precisa de falar algo   httptcoTrwDyCGsY,"('pt', 0.502419114112854)",pt,0.502419114112854
4951,BillvonW velho Ah mano Pq vcs n aceita,"('pt', 0.8195170760154724)",pt,0.8195170760154724
4952,Minha vida ta uma bagunça,"('pt', 0.9995611310005188)",pt,0.9995611310005188
4964,Ídolos normais   Desconheço esse fatonEMABiggestFansD httptcoHBCfTyose,"('pt', 0.8514138460159302)",pt,0.8514138460159302
4969,Como assim o boy ainda não entrou em nenhuma rede social Morreu e não me avisou Fdp,"('pt', 0.9991109371185303)",pt,0.9991109371185303
4986,hoje o dia passou tão rápido que bom né,"('pt', 0.9176353216171265)",pt,0.9176353216171265
4988,Eu botei eu botei raaaah ,"('pt', 0.9422962665557861)",pt,0.9422962665557861
4999,Vou passar o dia inteiro em casa ,"('pt', 0.998752236366272)",pt,0.998752236366272
5018,Se paro e me pergunto será que existe alguma razão pra viver assim se não estamos de verdade juntos,"('pt', 0.9862831830978394)",pt,0.9862831830978394
5022,Já volto,"('pt', 0.7015448808670044)",pt,0.7015448808670044
5024,Poxavidanego alissonrodolfo hmmmvini o que vc quer com esse ovos de codorna ai,"('pt', 0.6311343908309937)",pt,0.6311343908309937
5025,To com frio,"('pt', 0.5223742127418518)",pt,0.5223742127418518
5034,RBALLBOA poetafratello brecaute a cama tem que ser de concreto para aguentar,"('pt', 0.9178187251091003)",pt,0.9178187251091003
5035,Amanha náo sei se vou pra aula,"('pt', 0.8815135955810547)",pt,0.8815135955810547
5049,Vida de solteiro só é bom qnd você não gosta de ninguém ,"('pt', 0.9996262192726135)",pt,0.9996262192726135
5050,Tudo parado na Dutra aqui na baixada fluminense Francamente,"('pt', 0.7789419889450073)",pt,0.7789419889450073
5073,micheleschuck não sei se era eu emmm amiga yauahiahaua rimos pouco né  no brilho haha,"('pt', 0.9595616459846497)",pt,0.9595616459846497
5075,kadenspinelli kill em,"('pt', 0.9233572483062744)",pt,0.9233572483062744
5096,Dantas diz isso ta mais pra coador  Daantinhas,"('pt', 0.971356987953186)",pt,0.971356987953186
5105,Que sua vontade seja a nossaque ele nos julgue dignos de tal milagre ,"('pt', 0.9317547082901001)",pt,0.9317547082901001
5109,JokyJH SihamBroooks ok mais ta deco,"('pt', 0.676500678062439)",pt,0.676500678062439
5111,Vontade de beijar meu slc kkkk,"('pt', 0.6996884942054749)",pt,0.6996884942054749
5116,O seu sorriso é um paraíso onde contigo eu queria estar Ai quem me dera se eu fosse o céu você seria o meu luar ,"('pt', 0.9956720471382141)",pt,0.9956720471382141
5123,porrapaixao a vida é uma ilusão janeiro to indo pra Dublin,"('pt', 1.0000476837158203)",pt,1.0000476837158203
5127,Queria encher a cara e esquecer o amanhã,"('pt', 0.9168145656585693)",pt,0.9168145656585693
5129,Vou ter q fazer outro tt ,"('pt', 0.9836819767951965)",pt,0.9836819767951965
5134,A orgasmica a gira é super bonita ,"('pt', 0.9976773858070374)",pt,0.9976773858070374
5152,Vamos divulgar só não vê quem não quer httptcoeWTEeJVJ,"('pt', 0.996053159236908)",pt,0.996053159236908
5155,Boa noite,"('pt', 0.9570350050926208)",pt,0.9570350050926208
5160,guizao primeira vez e espero que seja a ultima,"('pt', 0.7936608791351318)",pt,0.7936608791351318
5175,Quero esse HÔMI da PretaGil já rsrs  gt httptcoTVosAc,"('pt', 0.5903797745704651)",pt,0.5903797745704651
5183,Quem sabe um dia vc pense diferente e enxergue todo esse amor na sua frente,"('pt', 0.9240787625312805)",pt,0.9240787625312805
5198,laradonatto falta muito ainda  ate la ja posso esta morto,"('pt', 0.9588898420333862)",pt,0.9588898420333862
5208,martinscathe ta com wpp já bebe ,"('pt', 0.8356378674507141)",pt,0.8356378674507141
5215,Millenesantos aqui na Grazi,"('pt', 0.6528291702270508)",pt,0.6528291702270508
5225,Só me apetece dormir a sério,"('pt', 0.8284295201301575)",pt,0.8284295201301575
5251,Uma hora a gente cansa e por fim desencanta,"('pt', 0.9349923133850098)",pt,0.9349923133850098
5257,lindokaaah nunca fui pra nenhuma das duas kkk,"('pt', 0.6072528958320618)",pt,0.6072528958320618
5268,E porque amor não gera amor,"('pt', 0.9896467328071594)",pt,0.9896467328071594
5285,Chaco campeão da Taça Brasil Que orgulho familia ChacoForever    Map Sports httptcoLdDwAiOM,"('pt', 0.9059051275253296)",pt,0.9059051275253296
5291,Essas meninas só zoeira kkk,"('pt', 0.6657892465591431)",pt,0.6657892465591431
5298,Ficar doente em semana de provaotimo,"('pt', 0.9148684144020081)",pt,0.9148684144020081
5312,Mari me chamou p uma festa a fantasia,"('pt', 0.9793054461479187)",pt,0.9793054461479187
5317,meu professor de matemática vai passar prova nos dois últimos dias de aula ele não pode foder minha vida assim desse jeito cara mds,"('pt', 0.9969979524612427)",pt,0.9969979524612427
5338,Amo muito tudo isso  Qna  httptcowwevlmPLj,"('pt', 0.9376531839370728)",pt,0.9376531839370728
5339,Letcia pior que as outras eu to com cara de cu,"('pt', 0.792479932308197)",pt,0.792479932308197
5342,Que reportagem ,"('pt', 0.9302112460136414)",pt,0.9302112460136414
5350,Tem dias que eu não preciso de palavras só de música,"('pt', 0.9941369295120239)",pt,0.9941369295120239
5354,não vejo a hora do meu not voltaar,"('pt', 0.9819248914718628)",pt,0.9819248914718628
5373,ricardoguimaa tenho umas f para te dar amor,"('pt', 0.9365574717521667)",pt,0.9365574717521667
5382,Eu n quero vê o mal  mas também não posso me esconder  pra mim viver nesse mundo  é mata p não morrer ,"('pt', 0.999695897102356)",pt,0.999695897102356
5383,quinta e sexta não tem aula graças a Deus MTVStars Justin Bieber,"('pt', 0.9992990493774414)",pt,0.9992990493774414
5394,anenubiaamor não tô inventando ,"('pt', 0.990839421749115)",pt,0.990839421749115
5403,Pq isso meu Deus ,"('pt', 0.9883280396461487)",pt,0.9883280396461487
5405,Eu definitivamente não gosto do horário de verão TeamJacquieBR ,"('pt', 0.9958409070968628)",pt,0.9958409070968628
5410,Vou ir p escola e vou dormir mt na aula,"('pt', 0.9580327868461609)",pt,0.9580327868461609
5421,meus problemas n se comparam com os teus eu sei isso é uma competiçao quer um balao ,"('pt', 0.9995040893554688)",pt,0.9995040893554688
5428,que eu vou ate la eu vou que eu pego o ônibus errado eu pego,"('pt', 0.9689102172851562)",pt,0.9689102172851562
5437,Eu só falo merda mano kk só groselha tenho dó de quem é obrigado a me ouvir,"('pt', 0.9778808951377869)",pt,0.9778808951377869
5444,Boa noite,"('pt', 0.9570350050926208)",pt,0.9570350050926208
5468,Queria saber qual o nome da música que a Ariana Grande cantou na apresentação do AMAs,"('pt', 0.9824393391609192)",pt,0.9824393391609192
5472,as vezes me vem umas ideias que eu acho que só eu tenho cipa sou meia dodói haha,"('pt', 0.9775792360305786)",pt,0.9775792360305786
5478,onedrewtogo whysojerk aaaaah  mas que tanto Vai estudar para a tua ufrgs ou lavar uma louça Ninguém mais tá falando Tchuss,"('pt', 0.955786406993866)",pt,0.955786406993866
5485,Amanhã partiu SP,"('pt', 0.8362311124801636)",pt,0.8362311124801636
5502,stylinstinto vai dormir criatura,"('pt', 0.5257464051246643)",pt,0.5257464051246643
5509,As pessoas acham q tem um direito de entrar e sair da minha vida quando querem quando bem entenderem Ta achando q essa porra é oq Puteiro,"('pt', 0.9989013075828552)",pt,0.9989013075828552
5513,Im at Universidade Nove de Julho UNINOVE  uninoveoficial in São Paulo SP httpstcoCxUogcGn,"('pt', 0.7744573950767517)",pt,0.7744573950767517
5525,Outros planos outra cor E se essa vibe nasceu em nós oh vibe melhor deixar crescer   Edifício… httptcoILJUbxA,"('pt', 0.976751983165741)",pt,0.976751983165741
5546,mchnee mas nao vai pode ter pao pronto nao ehn so farinha UU,"('pt', 0.9752746820449829)",pt,0.9752746820449829
5559,man pra que isso se ele pintou foi pq ele quis da licença  ,"('pt', 0.9985795021057129)",pt,0.9985795021057129
5577,LiveTimInternet recebi email anunciando a chegada de vcs no meu CEP mas quando tento contratar diz que ainda não está disponível,"('pt', 0.9957808256149292)",pt,0.9957808256149292
5584,Ela acho c,"('pt', 0.9993640184402466)",pt,0.9993640184402466
5605,Até de madrugada os cara fica de putaria de horario igual vai toma no grelo,"('pt', 0.8056055307388306)",pt,0.8056055307388306
5618,tragédia da vida é usar g,"('pt', 0.818511962890625)",pt,0.818511962890625
5628,já que os bico quer só trap punch line vem nas linha ,"('pt', 0.9550382494926453)",pt,0.9550382494926453
5635,Na ultima foram  litros de chopp nessa pediram  inicialmente ,"('pt', 0.6656403541564941)",pt,0.6656403541564941
5642,Que raiva chega a dar palpitação,"('pt', 0.9930682182312012)",pt,0.9930682182312012
5649,vi minhas bbs isasilvpaolamombellii e o cupujinho hoje queeeedu ,"('pt', 0.8206230998039246)",pt,0.8206230998039246
5693,Alguem quer de presente To dando  httptcomBgTnWcDNE,"('pt', 0.508675754070282)",pt,0.508675754070282
5698,Lembro que dançava com as minhas irmãs que nem uma doida,"('pt', 0.9973328113555908)",pt,0.9973328113555908
5700,estou super admiradíssima com os meus pais ultimamente estão tão queridos,"('pt', 0.9626174569129944)",pt,0.9626174569129944
5712,Quanto presente sem or ,"('pt', 0.860476553440094)",pt,0.860476553440094
5749,vc é a nossa inspiração pra nunca deixar de lutar e agradecer todos os dias por sermos pessoas sadias  StayStrongGiuliaFromSOSFam,"('pt', 0.987097978591919)",pt,0.987097978591919
5754,Não dormi até agr  tô virada desde ontem rs,"('pt', 0.9853456616401672)",pt,0.9853456616401672
5755,HAHAHAHA   nem chegou direito e eu ja to rindo dessa tua cara de otária,"('pt', 0.9051079154014587)",pt,0.9051079154014587
5764,Eu só queria que o tempo parasse nesse instante,"('pt', 0.9949804544448853)",pt,0.9949804544448853
5800,Nunca passei por isso foi mal galera kkkkkkkk,"('pt', 0.9750163555145264)",pt,0.9750163555145264
5803,Acordei bem dai lembrei que so tenho  dias de férias e agora quero morrer,"('pt', 0.8663231730461121)",pt,0.8663231730461121
5812,Acabei de encomendar a tal da santa fénFalando em fé a minha de fé brigou com a minha amante,"('pt', 0.9526078104972839)",pt,0.9526078104972839
5828,A Bea foi uma fofa hoje comigo  fizemos as pazes ,"('pt', 0.9998196959495544)",pt,0.9998196959495544
5835,Deixe bem guardado esse nosso amorr httptcoYMIpnIMJ,"('pt', 0.7741757035255432)",pt,0.7741757035255432
5836,doeu no coração ter comprado a fisheye    por  reais e dps ver na praia de  reais,"('pt', 0.8800709247589111)",pt,0.8800709247589111
5854,Ouvir musica e dps dormir so faltava uma coisa p ficar perfeito,"('pt', 0.9992703199386597)",pt,0.9992703199386597
5861,Cicinhods te mandei uma música no wpp p te ajudar a dormir kkkk,"('pt', 0.9926649928092957)",pt,0.9926649928092957
5872,bom que o papo flui como se a gnt nunca tivesse ficado tempos sem se falar ,"('pt', 0.8153279423713684)",pt,0.8153279423713684
5875,Que me deixaaa tranquilão,"('pt', 0.7907392978668213)",pt,0.7907392978668213
5882,Agora realmente sei o que eu quero fazer da vida,"('pt', 0.9753162860870361)",pt,0.9753162860870361
5892,Jo rpsp  Deus sempre haverá de nos envolver nos Seus milagres Creia e esteja preparado pra isto graça,"('pt', 0.7338520884513855)",pt,0.7338520884513855
5906,Engraçado os comentarios sobre o BBB aqui no twitter kkkkkkkkk,"('pt', 0.6925317049026489)",pt,0.6925317049026489
5911,Shadownothing alguém que mora em sp e não odeia obrigada senhor ,"('pt', 0.995430588722229)",pt,0.995430588722229
5913,luisavwlobato o meu brilho vc queeer,"('pt', 0.8493444323539734)",pt,0.8493444323539734
5930,Vcs podiam me chamar na dm ai eu passava meu número novo e assim vcs iriam me tirar do tédio ,"('pt', 0.801923394203186)",pt,0.801923394203186
5952,Marolinha ta aqui capotada no meu colo coisa mais linda da mãe,"('pt', 0.9953203201293945)",pt,0.9953203201293945
5960,karinabasttos Caraca miga da pra ver mesmo ,"('pt', 0.949801504611969)",pt,0.949801504611969
5961,Larisssssa quero falar contigo  chama no wpp,"('pt', 0.8809913992881775)",pt,0.8809913992881775
5973,Lauren e nosso filho httptcocNPjDDK,"('pt', 0.7627887725830078)",pt,0.7627887725830078
5985,Tanto jogador novo no Palmeiras,"('pt', 0.9270212054252625)",pt,0.9270212054252625
6009,Sem filtro porque não é necessário por aqui  Miami Florida httptcoltpLIIcusj,"('pt', 0.9894800186157227)",pt,0.9894800186157227
6012,BrunooPatricioo nao se pa nois se via na igreja também ne fofo,"('pt', 0.9277586936950684)",pt,0.9277586936950684
6013,Preciso ver TWD,"('pt', 0.7436838150024414)",pt,0.7436838150024414
6019,Estou ansiosa que os óculos cheguem são mm lindos,"('pt', 0.9533770680427551)",pt,0.9533770680427551
6037,To aqui com meu anjo ,"('pt', 0.9518888592720032)",pt,0.9518888592720032
6043,Ontem eu tava cantando umas música de TFM com juliano maria e todo mundo que passava ficava olhando,"('pt', 0.7075600028038025)",pt,0.7075600028038025
6048,Carai a boca da minha mãe não para pqpó mulherzinha q fala,"('pt', 0.9992451071739197)",pt,0.9992451071739197
6059,Vamos Vinotinto,"('pt', 0.8598087430000305)",pt,0.8598087430000305
6066,Não entendo o metabolismo dessas pessoas q comem mt e não engordamme ensinem essa macumba,"('pt', 0.9941754937171936)",pt,0.9941754937171936
6071,Pq eu só me fodo com ele,"('pt', 0.9859391450881958)",pt,0.9859391450881958
6074,Meu padrasto fala q n gosta da minha comida  mas quase morre comendo kkk,"('pt', 0.9643880128860474)",pt,0.9643880128860474
6090,hemmizades não tem problema não,"('pt', 0.9994546175003052)",pt,0.9994546175003052
6106,Segundafeira e terçafeira os cinemas vão funcionar Vão neh,"('pt', 0.7641598582267761)",pt,0.7641598582267761
6111,Leo bêbado é o melhor kkkk,"('pt', 0.9984186291694641)",pt,0.9984186291694641
6112,Odeio que me questione ba,"('pt', 0.8025315403938293)",pt,0.8025315403938293
6119,Eu e a prima curtindo Fundo de Quintal e Jorge Aragão no Marco Zero Detalhe que Barcos Pirata também… httptcocfYXowqjMq,"('pt', 0.9709622859954834)",pt,0.9709622859954834
6123,GustavoBorba ai em transe,"('pt', 0.9862043857574463)",pt,0.9862043857574463
6126,Ontem eu estava impossivel  mds ,"('pt', 0.8995568752288818)",pt,0.8995568752288818
6131,Os melhores filmes de terror e os que dão mais medo são os baseados em fatos reais,"('pt', 0.9844449758529663)",pt,0.9844449758529663
6132,Aiii quero maio logoo,"('pt', 0.9173057079315186)",pt,0.9173057079315186
6135,A parte difícil não é ficar sem e sim esquecer ,"('pt', 0.9995788335800171)",pt,0.9995788335800171
6137,Buscar minha linda no trampo,"('pt', 0.9906283020973206)",pt,0.9906283020973206
6139,maspoxarobs my princess divarainha  majestosa dona do meu coração  hauahua,"('pt', 0.8927280902862549)",pt,0.8927280902862549
6148,Mas não pra quem fica,"('pt', 0.9992987513542175)",pt,0.9992987513542175
6150,Quero namorar alguém  Tive um sonho tão ,"('pt', 0.9914374947547913)",pt,0.9914374947547913
6156,geovanitaanjos kkkkkk não vai conseguir ,"('pt', 0.9359703063964844)",pt,0.9359703063964844
6163,Essa nova Panicat meu Deus ,"('pt', 0.8599631786346436)",pt,0.8599631786346436
6167,Devo estar maluco pq so digo merda,"('pt', 0.5167022943496704)",pt,0.5167022943496704
6169,Pouca Gente sabe mas sou dono da página do Clube Atlético Taboão da Serra,"('pt', 0.7523108720779419)",pt,0.7523108720779419
