,clean_tweets,prediction,language,confidence
2295,The random phone calls to show that they actually care gtgtgt,"('en', 0.9616737365722656)",en,0.9616737365722656
2296,zuby Lol I thought you would pull a stunt like Biff Tanen in Back to the Future  and get yourself minted,"('en', 0.9552773833274841)",en,0.9552773833274841
2297,Always Hate Me by James Blunt — httpstcojUZnTPuY,"('en', 0.7061169147491455)",en,0.7061169147491455
2300,ImADisaster BigCheeks you already know ,"('en', 0.7414636015892029)",en,0.7414636015892029
2301,Maggies gonna fail her drug test ,"('en', 0.8289191126823425)",en,0.8289191126823425
2304,Bored,"('en', 0.702924907207489)",en,0.702924907207489
2306,Im at Damp Sorvetes São Paulo SP httptconqPCJXU,"('en', 0.5400750041007996)",en,0.5400750041007996
2307,alderzdj Ill be listening next week very much looking forward,"('en', 0.9574512243270874)",en,0.9574512243270874
2316,Nana is my brovah for life ,"('en', 0.9708663821220398)",en,0.9708663821220398
2317,“holly Full moon was amazinglt but with the love of my life  httptcoTPIAQSC”put it as your Avi now ,"('en', 0.9913634061813354)",en,0.9913634061813354
2324,I feel like being a bitch,"('en', 0.9634234309196472)",en,0.9634234309196472
2325,WowGenius  the words of the night in Foyer as MBs Swan Lake launch its tour Plymouth Theyre not wrong NewAdventures swanlaketour,"('en', 0.9761567711830139)",en,0.9761567711830139
2328,thescript Nothing  means a lot to me TheScriptFamily,"('en', 0.7349628210067749)",en,0.7349628210067749
2331,May have slept in a little bit,"('en', 0.9921848177909851)",en,0.9921848177909851
2332,To get my rook done or not hmmm piercings rook hmm,"('en', 0.8531345725059509)",en,0.8531345725059509
2334,Holy fuck Ali is alive,"('en', 0.9802764654159546)",en,0.9802764654159546
2337,I have a class at  and Im not even sleepy yet ,"('en', 0.97652667760849)",en,0.97652667760849
2348,Ok I think time is slowing down,"('en', 0.994321882724762)",en,0.994321882724762
2355,I should have worn more clothes hunting this wind is cold,"('en', 0.9837743043899536)",en,0.9837743043899536
2357,My sister is an asshole for falling asleep on me,"('en', 0.9677981734275818)",en,0.9677981734275818
2359,Lagi meeting sama ibu pejabat cumang setengah jam  with Triana at Botani Square — httpstcowXPLXUonJ,"('en', 0.5581306219100952)",en,0.5581306219100952
2360,Lil reunion with Faizal Nurul and Arief at PVJbandung pic — httpstcoBDsinFoD,"('en', 0.693019688129425)",en,0.693019688129425
2362,Before swimm  Laguna httptcoUgzVHJxBA,"('en', 0.6981160640716553)",en,0.6981160640716553
2363,Dinner with Rizky  at Mojosongo Solo — httpstcokeeNhdmgS,"('en', 0.7420245409011841)",en,0.7420245409011841
2365,Im at ClubNokia for New Found Glory and Alkaline Trio w domenican httptcoWHoOWUi,"('en', 0.5434444546699524)",en,0.5434444546699524
2367,I thought sepulvador and I were friends and stuff,"('en', 0.99834144115448)",en,0.99834144115448
2369,keremerguder  Metroport w  others httptcoqFofCUVsP,"('en', 0.5513677000999451)",en,0.5513677000999451
2371,Well no words to describe how shit the wanted are,"('en', 0.9651225209236145)",en,0.9651225209236145
2372,ladygaga looking gorgeous tonight on xfactor New song is amazeballs too,"('en', 0.9442121982574463)",en,0.9442121982574463
2373,Giving in and updating my phone fuckin IOS arsehole,"('en', 0.7662699818611145)",en,0.7662699818611145
2374,I swear I am in love with those legs httptcoNCGcZmUf,"('en', 0.9350111484527588)",en,0.9350111484527588
2380,ayy lmao selfiez httptcoLMoYubkTM,"('en', 0.5256302952766418)",en,0.5256302952766418
2381,If I got fired from my job and had kids if I had the means to start a business its done no questions,"('en', 0.9980906248092651)",en,0.9980906248092651
2382,“PlNKYPROMISES Every time I give a fuck it back fires on me”,"('en', 0.732029914855957)",en,0.732029914855957
2385,first night Sophias actually slept during the night in over a week ,"('en', 0.9704173803329468)",en,0.9704173803329468
2386,wearingmyteeara mmm its either you do or you dont,"('en', 0.9237568974494934)",en,0.9237568974494934
2388,Yeah okay sure ,"('en', 0.8884789943695068)",en,0.8884789943695068
2389,Call up Mama when all else fails,"('en', 0.590013861656189)",en,0.590013861656189
2390,armani had me crying on the phone earlier like no i was really crying ,"('en', 0.998704195022583)",en,0.998704195022583
2391,Not even  and Maisie wants to go back to bed  love a lazy day off with the little Madame ,"('en', 0.9489005208015442)",en,0.9489005208015442
2394,So The Fifth Estate for tonight At last,"('en', 0.8029602766036987)",en,0.8029602766036987
2396,Unconcious feeling,"('en', 0.6328328251838684)",en,0.6328328251838684
2397,Colleennww Im sure we can find some real nice homeless people that would enjoy a cruise,"('en', 0.9911037087440491)",en,0.9911037087440491
2402,I imagine this is how it feels to be hit by a bus dying,"('en', 0.9825218319892883)",en,0.9825218319892883
2404,Just got back and Im soaked ohwell,"('en', 0.7327081561088562)",en,0.7327081561088562
2406,Mueheheh at PlazaMerdeka w  others httptcouJgSEudfr,"('en', 0.6861552000045776)",en,0.6861552000045776
2409,Im at Nadas CafeampPub w  others httptcoRfDivmPywr,"('en', 0.7614893913269043)",en,0.7614893913269043
2412,Everyone I know in Huntington is completely wack lol Its the weekend DRINK,"('en', 0.9371017217636108)",en,0.9371017217636108
2413,TomLane this will cheer u up lad httptcowGAoQKAC,"('en', 0.7432500123977661)",en,0.7432500123977661
2420,Family cookout tonite,"('en', 0.7623038291931152)",en,0.7623038291931152
2424,“craigsIist i want a tatted brunette with gauges” gauges httptcodaqVOkod,"('en', 0.74834805727005)",en,0.74834805727005
2425,Yall seriously suck KiaraSoliz LizLizsoliz,"('en', 0.8488425016403198)",en,0.8488425016403198
2430,GGONZALEZ are you team iphone or team GHEY lol on iphone its AutoMessage you just schedule what time you want it to send,"('en', 0.9676399230957031)",en,0.9676399230957031
2432,Fikile have a gr day,"('en', 0.9750943183898926)",en,0.9750943183898926
2438,Just got out of seeing a prescreening of the indie movie The Motel Life Great movie with even better subtext fullsail  recommended,"('en', 0.8744421601295471)",en,0.8744421601295471
2439,KenzieTrantham so I stole your jacket from Hayden but got distracted from how good it smelt what perfume do you wear,"('en', 0.9680823683738708)",en,0.9680823683738708
2440,latepost pic — httpstcorcQjniW,"('en', 0.556054949760437)",en,0.556054949760437
2443,Game on MUFC,"('en', 0.6416587233543396)",en,0.6416587233543396
2445,thevoicetop  that Dag gone one note,"('en', 0.9649708867073059)",en,0.9649708867073059
2447,What to do  IPC Shopping Centre w  others httptcoQGxClAm,"('en', 0.6306389570236206)",en,0.6306389570236206
2450,horbaczewskyj I swear Ill do better by not turning up Ill be bullshitting it so bad Ill be going into minus marks fgs,"('en', 0.8890606760978699)",en,0.8890606760978699
2451,Asanti  Las Vegas Convention Center Sony Booth httptcoWRsJwvnb,"('en', 0.5226144194602966)",en,0.5226144194602966
2453,Ahaha  i be checking people for fun,"('en', 0.8799279928207397)",en,0.8799279928207397
2455,Been doing homework for  hours and still havent finished,"('en', 0.9779787659645081)",en,0.9779787659645081
2456,Its true pic — httpstcoSLQRxmWI,"('en', 0.6102017760276794)",en,0.6102017760276794
2459,So hungry,"('en', 0.6320570111274719)",en,0.6320570111274719
2460,Mikeywatcha good lord,"('en', 0.6106793284416199)",en,0.6106793284416199
2462,You call everyone fake wtf ,"('en', 0.8722339868545532)",en,0.8722339868545532
2463,jaythawk something you eat,"('en', 0.8572168350219727)",en,0.8572168350219727
2466,Timehop just made me angry at my past self and my grammar mistakes from  years ago So theres that,"('en', 0.9858866930007935)",en,0.9858866930007935
2467,I love my mom httptcoMjgoioATH,"('en', 0.598520040512085)",en,0.598520040512085
2468,jaimeleewrightX just think of me picking that acorn up bound to make you laugh ,"('en', 0.9508218765258789)",en,0.9508218765258789
2469,My hair is so boring and brown Ugh,"('en', 0.9565930962562561)",en,0.9565930962562561
2470,madifarr I wouldnt have said hi if I didnt want you to acknowledge me and I didnt care about you,"('en', 0.9985598921775818)",en,0.9985598921775818
2472,Karaoke with them karaoke bestfriends  Red Box Karaoke httptcodRoGjFWuDs,"('en', 0.6290027499198914)",en,0.6290027499198914
2476,Cant even have the one solid comfort because of my fucking shitty immune system,"('en', 0.9629193544387817)",en,0.9629193544387817
2477,Eva skin care,"('en', 0.8204614520072937)",en,0.8204614520072937
2483,swaggeruphigh I wish somebody would let a bish know,"('en', 0.958560585975647)",en,0.958560585975647
2484,Love VendelaConley too much ,"('en', 0.9912660717964172)",en,0.9912660717964172
2485,Gotta remember to keep your hopes up ,"('en', 0.9506015777587891)",en,0.9506015777587891
2488,Iseng enggak penting sebelum pulang kantor pic — httpstcodBKgnBdJ,"('en', 0.5121849775314331)",en,0.5121849775314331
2490,I came here with  dollars to my name made it last for a month until I found a job now Im about to move into a better place hardwork,"('en', 0.9870660305023193)",en,0.9870660305023193
2497,NoisyBoy liamcupid LaNiE grantdavids icoetzee Valoa COLWYN today tequilla and thursday nitro httptcoDSDbuRjnlj,"('en', 0.5590559840202332)",en,0.5590559840202332
2499,We both know thats a lie Have several seats  KEEPemTLKIN,"('en', 0.9890500903129578)",en,0.9890500903129578
2500,I forgot about winter,"('en', 0.9277675151824951)",en,0.9277675151824951
2501,Perzunpride dude I saw urs on insta thats all I need to see Ur bigger than me,"('en', 0.9754623174667358)",en,0.9754623174667358
2502,Ouuu she called me baby lol she wants the tittys,"('en', 0.9949696063995361)",en,0.9949696063995361
2503,I need to talk to her,"('en', 0.9995607733726501)",en,0.9995607733726501
2507,jonnyjaykhan she wrecks my balls,"('en', 0.5492773056030273)",en,0.5492773056030273
2512,Indigoochild TLLausanne Pouahahaahha,"('en', 0.8171741962432861)",en,0.8171741962432861
2514,The shit I do for concerts,"('en', 0.8100848197937012)",en,0.8100848197937012
2515,Im at  Higashiōjima Sta S   httptcoOVUvZq,"('en', 0.6615700721740723)",en,0.6615700721740723
2517,Hoosy obviiii who else would it be about ,"('en', 0.8885040283203125)",en,0.8885040283203125
2518,SGVekNZ theyve probably only paid for half a glass each,"('en', 0.9950511455535889)",en,0.9950511455535889
2520,I saw you holding hands standing close to someone else,"('en', 0.74791419506073)",en,0.74791419506073
2523,In vanilladublin  with all the tallafornia crew VIP here I come ,"('en', 0.9563809037208557)",en,0.9563809037208557
2525,MuyPhilosophy lol that funny pics page,"('en', 0.8910838961601257)",en,0.8910838961601257
2527,NufSaidThabisoDlamini There is nothing wrong with using Choice condoms,"('en', 0.8483508825302124)",en,0.8483508825302124
2532, with the three,"('en', 0.9827138781547546)",en,0.9827138781547546
2534,Tonight  Di Zucchero Restaurant and Lounge httptcoJKmIzqIEp,"('en', 0.5403434634208679)",en,0.5403434634208679
2535,Car free day with Amalia Adinda and  others pic — httpstcoKYOwVpDVC,"('en', 0.8917662501335144)",en,0.8917662501335144
2537,TonysDesk have a great Sunday ,"('en', 0.9892765879631042)",en,0.9892765879631042
2540,Dad and I have spent  hours watching BMS on netflix Thats bonding if you ask me,"('en', 0.9420928359031677)",en,0.9420928359031677
2543,All Day Acoustic by Cody Simpson — httpstcotJlsGtg,"('en', 0.6705322861671448)",en,0.6705322861671448
2546,BRICK Keith Morgan addressing the court I first want to say to Sammy Im sorry I was in a bad place in my life sammy,"('en', 0.9696640372276306)",en,0.9696640372276306
2547,The moon is crazy tonight,"('en', 0.9033681750297546)",en,0.9033681750297546
2550,Work was great ,"('en', 0.9999935030937195)",en,0.9999935030937195
2553,I just love being fan girl FranncheskaLee,"('en', 0.8684670329093933)",en,0.8684670329093933
2554,I miss my sisters kamrynclements amp KelbyJanea amp I miss my other two basically sisters brileyjune amp AliBlasi ,"('en', 0.6933104991912842)",en,0.6933104991912842
2555,If you want to learn right info about ISLAM and TURKEY go to Turkish scholl in your country EducationCoupInTurkey  EğitimeÖzgürlük,"('en', 0.908591091632843)",en,0.908591091632843
2556,“UKopencall Poster with Dates  Cities  Character Briefs Venues to be confirmed soon httptcoXMtYzwnFk” PhelanHardy TheCathan,"('en', 0.6339378356933594)",en,0.6339378356933594
2558,Selamat malam at TOKYO CONNECTION Japanese Food and Cafe — httpstcoJpmfTYmRWh,"('en', 0.7638549208641052)",en,0.7638549208641052
2560,I dont fw anyone anymore,"('en', 0.7824090123176575)",en,0.7824090123176575
2562,Our Chef de Cuisine mattjohnfm stir frying celtuce in the wok while Chef fungtunyc looks on food… httptcolnGIyLEMCU,"('en', 0.6533368229866028)",en,0.6533368229866028
2563,desthatgiirl nvm  i was over thinking stuff ,"('en', 0.9684386849403381)",en,0.9684386849403381
2568,That Moment When You Accidentally Unfollow Somebody You Really Like ,"('en', 0.8058552145957947)",en,0.8058552145957947
2570,taylorell ohhhhh no I mean the report that got sent home,"('en', 0.9715186953544617)",en,0.9715186953544617
2573,IM trying to have a girls night tonight,"('en', 0.9086093902587891)",en,0.9086093902587891
2574,NoteOne not for good Hopefully back in sometime down the road,"('en', 0.9240824580192566)",en,0.9240824580192566
2575,justinbieber This FilmFridays We had the chance to see what Justin sees not what we seeIt was AmazingSeriously I love it FilmFridays ,"('en', 0.9990637302398682)",en,0.9990637302398682
2578,I will move to Russia if my situation doesnt improve,"('en', 0.8548837304115295)",en,0.8548837304115295
2580,joerogan in  years scientists say they will be able to print a d heart using recipients cells httptcoBTLTNaTyZb,"('en', 0.7434585094451904)",en,0.7434585094451904
2583,TrevorAslin famalee FitMomRD LJHartigan bigbendmarket just happen to have a  Pak with to share with RDgrocer,"('en', 0.9736921191215515)",en,0.9736921191215515
2587,Marmjohn AampM last year LSU yrs ago AU yrs ago undefeated the yr before that  All losses to SEC West teams SEC West the best,"('en', 0.9139816164970398)",en,0.9139816164970398
2590,“dontjealousme Breaking News Spurs have been touched up differently   charges for Man City”gone ,"('en', 0.9716269373893738)",en,0.9716269373893738
2593,MDowlingWCVB BitchUseLotion Patriots LOVE IT,"('en', 0.6621811985969543)",en,0.6621811985969543
2598,Buh yall know capricorn season is around the corner,"('en', 0.9912052750587463)",en,0.9912052750587463
2608,Any day above ground is a good one ,"('en', 0.967074453830719)",en,0.967074453830719
2609,I am going to facebook nSee you soonnLove you all,"('en', 0.880138635635376)",en,0.880138635635376
2612,Dont  no one nigga run Dallas this aint HOUSTON,"('en', 0.771401047706604)",en,0.771401047706604
2615,I didnt know ole girl was acting a fool over a nigga smh lol,"('en', 0.9844074249267578)",en,0.9844074249267578
2619,Aaaaaye got me on them oldies I got Ray Charles  mess around shhhhlapin,"('en', 0.9680310487747192)",en,0.9680310487747192
2622,Thankful for my daddy especially He puts up with me and I honestly dont know where id be without him I love you roadrunnersblessed,"('en', 0.9669719934463501)",en,0.9669719934463501
2623,lettdc lmao I thought it as a good idea last night but when I was there this morning I regretted it hahah,"('en', 0.9888068437576294)",en,0.9888068437576294
2624,Im at Dfitnes Santana do Acaraú CE httptcouEECww,"('en', 0.5179018974304199)",en,0.5179018974304199
2629,LoVeLoStMe when yall coming back,"('en', 0.5725508332252502)",en,0.5725508332252502
2631,Come get ur raffle tickets e at our pop up cafe stellacreasy awesomestow SpottedE httptcooNgCggsm,"('en', 0.6024007201194763)",en,0.6024007201194763
2633,My mom just got off ,"('en', 0.9832676649093628)",en,0.9832676649093628
2637,JustCoriano my dad still hasnt even narrowed it down p and he wants it decided by Christmas ,"('en', 0.9962058663368225)",en,0.9962058663368225
2638,Christmas Tree Lighting  River Park Square httptcokSOVWxqV,"('en', 0.7499271631240845)",en,0.7499271631240845
2644,Daaarly I Cant Believe People Can Joke About Someones Death  Smfh,"('en', 0.5544242858886719)",en,0.5544242858886719
2645,O Brother Where Art Thou on AMC gtgtgtgtgtgt one of my favorites of all time,"('en', 0.659483015537262)",en,0.659483015537262
2646,RIP to a real nigga ok I understand you feeling some type of way but Paul Walker was not a nigga that shit grinds my gears,"('en', 0.9756069779396057)",en,0.9756069779396057
2647,SNiccole major turn up Hopefully its January Thatll be a sick birthday present,"('en', 0.9653427004814148)",en,0.9653427004814148
2648,No one is gnna listen Except me so who better to talk to,"('en', 0.993816614151001)",en,0.993816614151001
2657,milliealicexx we should so something bab x,"('en', 0.8982763290405273)",en,0.8982763290405273
2659,I dont know whats harder to tolerate Stuart Scotts staring problem or jbuke a studder,"('en', 0.5071931481361389)",en,0.5071931481361389
2660,What shall we then say to these things If God be for us who can be against us Romans ,"('en', 0.9632230997085571)",en,0.9632230997085571
2664,Failed chem test Awesome,"('en', 0.7889582514762878)",en,0.7889582514762878
2673,ltaylor yeah yeah ,"('en', 0.6452618837356567)",en,0.6452618837356567
2674, more American lit classes,"('en', 0.7803969979286194)",en,0.7803969979286194
2676,BBenton whatd he do,"('en', 0.8571224808692932)",en,0.8571224808692932
2677,What Color Should I Paint My httptcotWzunNXwbu,"('en', 0.5751177668571472)",en,0.5751177668571472
2680,abbbbbays AmberSchleben I can tell you why no you cant  lol,"('en', 0.5990976691246033)",en,0.5990976691246033
2684,DJBakOnTrack you save it at the bottom,"('en', 0.7489030361175537)",en,0.7489030361175537
2687,Finally Friday,"('en', 0.8254640102386475)",en,0.8254640102386475
2692,Witnessed a lady about to strangle a cashier at Walmart So theres that,"('en', 0.9438469409942627)",en,0.9438469409942627
2700,Cosmopolitan  things you just shouldnt say to a Latina httptcoaGJfRkT httptcooDQNPrMtt some of you take note,"('en', 0.7154341340065002)",en,0.7154341340065002
2704,breannawalker Im just messing with you lol Im all good,"('en', 0.5616143345832825)",en,0.5616143345832825
2709,December  gt,"('en', 0.9806753993034363)",en,0.9806753993034363
2710,NikkieFuentes or you learn Spanish,"('en', 0.6248939633369446)",en,0.6248939633369446
2716,HaiderBhatti wtf according to who im numba  and you trail behind as ,"('en', 0.7669358849525452)",en,0.7669358849525452
2718,Ew seriously,"('en', 0.9767181873321533)",en,0.9767181873321533
2721,On the practice grounds with GraemeMcDowell at Nona for ECCOGOLF day warm pgatour majorwinner httptcoCpDPgVN,"('en', 0.8705152273178101)",en,0.8705152273178101
2725,I wrote this You know why I would need your help You will understand what you didnt know before what you speculated my side of it all,"('en', 0.999417245388031)",en,0.999417245388031
2727,NogtheEmu how many surveys did you have to complete to enter those competitions eh,"('en', 0.9816569685935974)",en,0.9816569685935974
2729,If you want to know who your true friends are look on the mirror,"('en', 0.9825209379196167)",en,0.9825209379196167
2734,ShitPussiesSay Middlefinger up to the haterz httptcoNmLtiqNgz what  the fuck is that thing,"('en', 0.754124641418457)",en,0.754124641418457
2735,KatieLouiseRx yeah proved I know most of it as well result,"('en', 0.9761554598808289)",en,0.9761554598808289
2742,At roots today MikeMoschella is talking about awesome new things nationbuilder is doing right now in rm B,"('en', 0.9342305660247803)",en,0.9342305660247803
2746,AshlynnCatalina Ewwww wtf Poor you Do like working there all in all,"('en', 0.9433712363243103)",en,0.9433712363243103
2749,Yeah she blew off their date to go to a leggings party Listened to this convo happen at the mall earlier what provoprobs,"('en', 0.9414618015289307)",en,0.9414618015289307
2750,Im at  Toyosu Sta   httpstcoNYUYLFree,"('en', 0.8726364374160767)",en,0.8726364374160767
2751,The posh bench is unbelievable for League  talent,"('en', 0.9152390360832214)",en,0.9152390360832214
2753,Seriously craving homemade tamales,"('en', 0.7643231153488159)",en,0.7643231153488159
2757,We drink wine with diamonds in the glass Pink,"('en', 0.9540914297103882)",en,0.9540914297103882
2763,Bell gone Ashes gone,"('en', 0.6305891871452332)",en,0.6305891871452332
2764,TERYNN miss r u back yet,"('en', 0.5864080786705017)",en,0.5864080786705017
2765,Outdoor shower  httptcoZfYHCkhja,"('en', 0.5701578259468079)",en,0.5701578259468079
2766,Had a dream that I walked out on my front porch and thumper jumped up into my arms I guess you could say I miss my baby Thumps,"('en', 0.9807248115539551)",en,0.9807248115539551
2767,gladeee yah my car is pretty filthy especially because I lend it to my family lol,"('en', 0.9756547808647156)",en,0.9756547808647156
2768,Tea time by atalcha  Shopping JK Iguatemi httptcovkdrskA,"('en', 0.7879408597946167)",en,0.7879408597946167
2769,Morning hrs   miles on IN nAfternoon hrs and counting   miles on IS My butt hurts,"('en', 0.763878583908081)",en,0.763878583908081
2771,I really need to go shopping but i have no gas and no money sooooo,"('en', 0.9833628535270691)",en,0.9833628535270691
2772,OlDurian No more hump day business in  k I wont make any promises k,"('en', 0.9212377667427063)",en,0.9212377667427063
2779,calculates what grades I need on finals instead of actually studying for finals,"('en', 0.9092177152633667)",en,0.9092177152633667
2783,shaneekay I want some more chocolate now jahayrabrns,"('en', 0.9619497060775757)",en,0.9619497060775757
2787,Morning nyok jalan jalan  with Riri PS at yuwdhz pic — httpstconHTTjmBvdf,"('en', 0.5006930232048035)",en,0.5006930232048035
2788,Waiting is boringting mate sepeeeeeeeeet at Terminal F Bandara Internasional Soekarno Hatta CGK — httpstcodnRQKqRLI,"('en', 0.6955206990242004)",en,0.6955206990242004
2789,Holy shit its all my fault,"('en', 0.991921603679657)",en,0.991921603679657
2794,thomasaugusto Thomas please follow me,"('en', 0.6069388389587402)",en,0.6069388389587402
2803,They only out to get they own  turn on you ina quick second A,"('en', 0.9478957653045654)",en,0.9478957653045654
2807,jmsg sarawarnock She looks like a ninja turtle,"('en', 0.8507490754127502)",en,0.8507490754127502
2809,Id buy some puppies from this guy httptcoooasMD,"('en', 0.8108373880386353)",en,0.8108373880386353
2815,gordonmaveric shaving seems basically the same as grooming to me though so you should just groom instead p,"('en', 0.9614407420158386)",en,0.9614407420158386
2816,Todays makeup work  no filter no edit at Hutan Babakan Siliwangi Baksil pic — httpstconWCTZfVU,"('en', 0.7776065468788147)",en,0.7776065468788147
2818,Dont think just Kus I let you slide once its good ,"('en', 0.9969901442527771)",en,0.9969901442527771
2819,I feel you heart,"('en', 0.5995010733604431)",en,0.5995010733604431
2821,Its like a fly on the wall you just wanna get rid of it,"('en', 0.9741318821907043)",en,0.9741318821907043
2823,I dont think it works that way bud ,"('en', 0.9662005305290222)",en,0.9662005305290222
2825,Had the worst headache all fucking day,"('en', 0.6055284738540649)",en,0.6055284738540649
2828,“unusualswag JK gon be the first guest” no jk not,"('en', 0.7645077705383301)",en,0.7645077705383301
2829,SimplyLaz her tweets  ,"('en', 0.6442906856536865)",en,0.6442906856536865
2834,Too funny “ShawFireLog Cant wait to see you tonight Im getting all spruced up for the occasion ShawFireLog”,"('en', 0.8938372731208801)",en,0.8938372731208801
2839,SaraEliza  I love you I may stop by Mansfield on Friday,"('en', 0.9612419009208679)",en,0.9612419009208679
2840,Christmas dinner sandwich with a whole slice of bread soaked in gravy in the middle moistmaker theone MYsandwich,"('en', 0.8419033288955688)",en,0.8419033288955688
2841,We all have that one friend since you met them who says We need to hang out And they flake Every time,"('en', 0.9908455610275269)",en,0.9908455610275269
2842,watchin silver linings playbook,"('en', 0.686505138874054)",en,0.686505138874054
2843,Blessed to spend another great Christmas with the family,"('en', 0.9859936833381653)",en,0.9859936833381653
2848,ShitPussiesSay I passed out after those two Mikes Hard Lemonades bro httptcosiTAHXbpJO TripleFinnaJamz,"('en', 0.7632429003715515)",en,0.7632429003715515
2852,“DolledupNdope I heard she can do some tricks with her mouf nigga”,"('en', 0.9924836754798889)",en,0.9924836754798889
2855,Listening to these  year olds talk about getting a motel for NYE lol,"('en', 0.9513761401176453)",en,0.9513761401176453
2862,At Trattoria La Terrazza — httpstcoBtEeqJf,"('en', 0.696765124797821)",en,0.696765124797821
2866,“MikePosts Why hurt a girl who would Never hurt you ” question of the century,"('en', 0.9298252463340759)",en,0.9298252463340759
2873,its only  oclock sitting here looking like its  lol,"('en', 0.9785367250442505)",en,0.9785367250442505
2878,“jaimeraeyule “steffabick itd probably be easier for you to keep a relationship with someone if ya werent such a boy hoppin hoe”” ,"('en', 0.9049012064933777)",en,0.9049012064933777
2882,ddlovato I love the purple carpet Oh hey there is an Eskimo in the room lmao,"('en', 0.9387586116790771)",en,0.9387586116790771
2886,Makan makaaannn happy new year  D with Muripande Agunk and  others at Kuta Palace Residence — httpstcoYdqhzwIkWs,"('en', 0.6217735409736633)",en,0.6217735409736633
2890,AGStrupNinja I wish there was a way you can get stoneder There are ways But I wouldnt recommend them Hahaha Party hard CHEERS,"('en', 0.9836121201515198)",en,0.9836121201515198
2892,You know the saying  Same crap Different toilet Lets prove that wrong in ,"('en', 0.9355044960975647)",en,0.9355044960975647
2893,tractors country women candles toolbox country boy charm pls just stop,"('en', 0.8650290369987488)",en,0.8650290369987488
2895,deanoJLFC other way round more like Hun,"('en', 0.6165359020233154)",en,0.6165359020233154
2896,“SimonBilsborrow Happy New Year PaulTaylor DanDunphy httptcofZCyBiwxl” ,"('en', 0.5603630542755127)",en,0.5603630542755127
2897, I havent seen or talked to you in forever  hit me up,"('en', 0.9517208933830261)",en,0.9517208933830261
2901,Why did Tessa take pictures with me while I was sleeping lastnight ,"('en', 0.984289288520813)",en,0.984289288520813
2902,What u doing,"('en', 0.6996229887008667)",en,0.6996229887008667
2907,“jordyann And Ill supply the paint” Whats in it for me if I come do it,"('en', 0.8279866576194763)",en,0.8279866576194763
2908,BTupinit Thats my favorite weather site,"('en', 0.7293236255645752)",en,0.7293236255645752
2909,I cant stop staring at this pic of you So freakin handsome zaynmalik httptcoGGMDMWymI,"('en', 0.717707633972168)",en,0.717707633972168
2910,shandaoakley ok then when you done I will be off work soon,"('en', 0.8847734928131104)",en,0.8847734928131104
2911,Viva La Vida  Coldplay ,"('en', 0.8413043022155762)",en,0.8413043022155762
2912,jayour oh dear httptcoRAnfcQLSDl,"('en', 0.5322369933128357)",en,0.5322369933128357
2913,katelyn fake ,"('en', 0.8348665237426758)",en,0.8348665237426758
2915,School Monday  yeah I think imma just go kill myself rn,"('en', 0.9670954346656799)",en,0.9670954346656799
2919,finishing at Bukit Habibie Viewing Point — httpstcoOmZFUrkrX,"('en', 0.7263660430908203)",en,0.7263660430908203
2926,shanebeattie you and me both Its fucking depressing We cant even score against Oldham AT HOME,"('en', 0.9570593237876892)",en,0.9570593237876892
2928,mandalovee maravaldez Hm maybe Ill think about it,"('en', 0.9757914543151855)",en,0.9757914543151855
2929,Magazines call me a rock star Girls call me a cock star,"('en', 0.7342590689659119)",en,0.7342590689659119
2930,Wait I dont think this is supposed to be a comedy ,"('en', 0.9817649126052856)",en,0.9817649126052856
2931,AmericanAir I was scheduled for SEAgtORD flight  Any space on other flights as I see the arrival was cancelled ,"('en', 0.9931775331497192)",en,0.9931775331497192
2936,lilrouse whatever w,"('en', 0.8110318779945374)",en,0.8110318779945374
2937,Batista vs Del Rio bestforbusiness lol,"('en', 0.5427014827728271)",en,0.5427014827728271
2938,nicolepapley BrockyTheKid MadisonHarman seemed to gag ya,"('en', 0.7934775948524475)",en,0.7934775948524475
2939,Im at IrvineSpectrum Center Irvine CA w  others httptcoDEmeS,"('en', 0.5965433120727539)",en,0.5965433120727539
2941,Im at HopeBibleChurch O Fallon MO httptcodnNrnGnaK,"('en', 0.5130751132965088)",en,0.5130751132965088
2943,doerrelizabeth koboldwatch Yes We touched on that in an interview I did with him last month Need to pursue,"('en', 0.9950493574142456)",en,0.9950493574142456
2945,Be your own anchor,"('en', 0.82762610912323)",en,0.82762610912323
2947,AustinMahone Im going to school please follow me and my exam for successful and happy I love you  x,"('en', 0.9368035197257996)",en,0.9368035197257996
2950,My job  workaholics tv show,"('en', 0.8046719431877136)",en,0.8046719431877136
2951,My whole week and till Friday  work at Culvers  work training at at my new job Too much for Scotty,"('en', 0.9745298624038696)",en,0.9745298624038696
2958,hate exam week toooo muchhh mathhhssss,"('en', 0.7062246799468994)",en,0.7062246799468994
2961,Can July rd hurry httptcoyNtuJoDV,"('en', 0.8226266503334045)",en,0.8226266503334045
2963,Hope it gives you hell ,"('en', 0.5080469250679016)",en,0.5080469250679016
2965,senbobcasey says US House GOP has moved to the right direction on immigration aldialive immigrationreform,"('en', 0.9512791633605957)",en,0.9512791633605957
2969,    Kayashima Sta httptcoroNkaUTe,"('en', 0.6044977903366089)",en,0.6044977903366089
2971,Day off  httptcoHYimxdEV,"('en', 0.5792791247367859)",en,0.5792791247367859
2972,Ill Be Damn If I Put My Trust In Another Nigga I Swear,"('en', 0.5611028075218201)",en,0.5611028075218201
